,company,company_location,review_date,country_of_bean_origin,specific_bean_or_bar_origin,cocoa_percent,ingredients,most_memorable_characteristics,rating,Rating Category,cocoa_percent_classification
544,Chocolate Makers,Netherlands,2015,Dominican Republic,Tres Hombres,0.75,"3- B,S,C","earthy, coffee, mild, tang",3.25,Recommended,Bittersweet and Dark
545,Chocolate Makers,Netherlands,2015,Congo,"Congo, Gorilla bar",0.68,"3- B,S,C","bold, rich cocoa, coffee",3.5,Highly Recommended,Semi-sweet and Dark
546,Chocolate Makers,Netherlands,2015,Peru,"Peru, Awagum bar",0.8,"3- B,S,C","nuts, coffee, peanut butter",3.75,Highly Recommended,Bittersweet and Dark
547,Chocolate Tree,Scotland,2012,Ecuador,Ecuador,0.82,"3- B,S,C","sandy, fruity, burnt",2.5,Disapointing,Bittersweet and Dark
548,Chocolate Tree,Scotland,2012,Peru,Peru,0.68,"3- B,S,C","sandy, sweet, cocoa",2.75,Disapointing,Semi-sweet and Dark
549,Chocolate Tree,Scotland,2012,Madagascar,Madagascar,0.72,"3- B,S,C","tart, bright fruit, sour coffee",3.25,Recommended,Bittersweet and Dark
550,Chocolate Tree,Scotland,2013,Peru,Peru,0.7,"2- B,S","intense orange, floral notes",3.75,Highly Recommended,Bittersweet and Dark
551,Chocolate Tree,Scotland,2015,Peru,Maranon,0.69,"3- B,S,C","floral, orange, cocoa",3.75,Highly Recommended,Semi-sweet and Dark
552,Chocolate Tree,Scotland,2015,Venezuela,Carenero Superior,0.8,"2- B,S","mild bitter, fruit, spice",3.75,Highly Recommended,Bittersweet and Dark
553,Chocolate Tree,Scotland,2021,Venezuela,Chuao,0.7,"3- B,S,C","nutty, mild dried fruit, sandy, off",2.75,Disapointing,Bittersweet and Dark
554,Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,0.72,"3- B,S,C","spicy, banana",3.25,Recommended,Bittersweet and Dark
555,Chocolatoa,Belgium,2019,India,"Idukki Hills, GoGround, batch 0089",0.7,"3- B,S,C","nutty, honey, grassy",3.0,Recommended,Bittersweet and Dark
556,Chocolats Privilege,Canada,2014,Mexico,Xoconusco,0.7,"4- B,S,C,V","fatty, vanilla, mass market",2.5,Disapointing,Bittersweet and Dark
557,Chocolibrium,U.S.A.,2018,India,"Anamalai, Tamil Nadu",0.63,"3- B,S,C","sandy, tart, ham, sweet",2.5,Disapointing,Semi-sweet and Dark
558,Chocolibrium,U.S.A.,2018,Guatemala,"Monte Grande Plantation, Coatepeque",0.76,"2- B,S","high astringent, fruit, roasty",2.75,Disapointing,Bittersweet and Dark
559,Chocolibrium,U.S.A.,2018,Peru,Ucayali,0.7,"2- B,S","sandy, sweet",2.75,Disapointing,Bittersweet and Dark
560,ChocoReko,Japan,2015,Venezuela,Patanemo,0.77,,"coarse, vegetal, nibby",3.0,Recommended,Bittersweet and Dark
561,Chocosol,Canada,2011,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",0.65,,"rustic,sweet, brownie, banana",3.25,Recommended,Semi-sweet and Dark
562,Chocosol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",0.75,"3- B,S,C","grainy, sweet, whole bean",3.25,Recommended,Bittersweet and Dark
563,Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",0.7,"2- B,S","melon, mild spice, cocoa",3.25,Recommended,Bittersweet and Dark
564,Chocotenango,U.S.A.,2021,Belize,"Maya Mountain, Toledo",0.7,"2- B,S",full flavor w/ dominant roast,3.5,Highly Recommended,Bittersweet and Dark
565,Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,0.73,"2- B,S","hazelnut, bold, strong roast",3.25,Recommended,Bittersweet and Dark
566,Chocovic,Spain,2007,Ecuador,"Bolivar, Guaranda",0.71,"4- B,S,C,L","earthy, floral, mild bitter",2.5,Disapointing,Bittersweet and Dark
567,Chocovic,Spain,2007,Grenada,Guyave,0.71,"4- B,S,C,L","sweet, cardboard",2.5,Disapointing,Bittersweet and Dark
568,Chocovic,Spain,2007,Blend,Maragda,0.7,"4- B,S,C,L","sweet, marshmallow",3.0,Recommended,Bittersweet and Dark
569,Chocovic,Spain,2008,Venezuela,Ocumare,0.71,"4- B,S,C,L","long lasting, cocoa base",3.5,Highly Recommended,Bittersweet and Dark
570,Chocovic,Spain,2009,Blend,Kendari,0.6,"4- B,S,C,L","chewy, fudge-like, perfume",3.25,Recommended,Semi-sweet and Dark
571,Chocovic,Spain,2009,Blend,Tarakan,0.75,"4- B,S,C,L","oily, grassy, minty",3.25,Recommended,Bittersweet and Dark
572,Chocovic,Spain,2010,Mexico,Xoconusco,0.71,"4- B,S,C,L","earthy, sweet",3.25,Recommended,Bittersweet and Dark
573,Chocovic,Spain,2010,Madagascar,Sambirano,0.71,"4- B,S,C,L","spicey, cocoa",3.5,Highly Recommended,Bittersweet and Dark
574,Chocovivo,U.S.A.,2015,Mexico,Tabasco,0.65,"2- B,S","coarse, sweet, sour, leathery",2.5,Disapointing,Semi-sweet and Dark
575,Chocovivo,U.S.A.,2015,Mexico,Tabasco,0.75,"2- B,S","gritty, mild bitter, off notes",2.5,Disapointing,Bittersweet and Dark
576,Choklat,Canada,2009,Venezuela,Ocumare,0.8,"4- B,S,C,V","dry, ashey, medicinal",2.5,Disapointing,Bittersweet and Dark
577,Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",0.7,"4- B,S,C,V","fatty, cigarette butt, coffee",2.75,Disapointing,Bittersweet and Dark
578,Choklat,Canada,2009,Brazil,Brazilian,0.7,"4- B,S,C,V","oily, muted, fruity",3.0,Recommended,Bittersweet and Dark
579,Choklat,Canada,2009,Brazil,Brazilian,0.8,"4- B,S,C,V","roasty, tart, slight burnt",3.0,Recommended,Bittersweet and Dark
580,Choklat,Canada,2009,Venezuela,Ocumare,0.7,"4- B,S,C,V","slow, fatty, subdued, nutty",3.0,Recommended,Bittersweet and Dark
581,Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",0.75,"2- B,S","mild lemon, cocoa, crisp nibs",3.75,Highly Recommended,Bittersweet and Dark
582,Chokola,U.S.A.,2020,Madagascar,"Bejofo, 2019 H., Batch 20",0.67,"2- B,S","cherry, perfectly balanced roast",4.0,Outstanding,Semi-sweet and Dark
583,Chokola,U.S.A.,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",0.7,"2- B,S","rich, raisiny, molasses",3.5,Highly Recommended,Bittersweet and Dark
584,Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",0.7,"2- B,S","fruity, honey, cocoa, roasty",3.75,Highly Recommended,Bittersweet and Dark
585,Chokola,U.S.A.,2021,Tanzania,"Kokoa Kamili, harvest 2018",0.75,"2- B,S","roasty, cocoa, sandy, coffee AT",3.5,Highly Recommended,Bittersweet and Dark
586,Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",0.75,"2- B,S","hint of lemon, classic brownie",3.75,Highly Recommended,Bittersweet and Dark
587,Chokolat Elot (Girard),Martinique,2013,Martinique,Guadeloupe,0.42,"4- B,S,V,L","gritty, sweet, hot cocoa",2.75,Disapointing,Sweet and Mild
588,Christophe Toury,U.S.A.,2018,Peru,"Ucayali, batch 1",0.7,"2- B,S","sweet, sandy, spicy",2.75,Disapointing,Bittersweet and Dark
589,Christopher Elbow,U.S.A.,2018,Peru,Ucayali,0.75,"3- B,S,C","bold, spice, hit of anise",3.75,Highly Recommended,Bittersweet and Dark
590,Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,0.72,"3- B,S,C","smooth, spicy, cocoa",3.75,Highly Recommended,Bittersweet and Dark
591,Christopher Elbow,U.S.A.,2019,Costa Rica,"Hacienda Azul, 2017 harvest",0.7,"3- B,S,C","cocoa, woody, basic",3.25,Recommended,Bittersweet and Dark
592,Christopher Elbow,U.S.A.,2019,Ecuador,"Camino Verde, 2017 harvest",0.73,"3- B,S,C","rich cocoa, floral, acidic",3.5,Highly Recommended,Bittersweet and Dark
593,Christopher Elbow,U.S.A.,2019,Tanzania,"Kokoa Kamili, 2017 harvest",0.72,"3- B,S,C","basic cocoa,mild fruit, sweet",3.5,Highly Recommended,Bittersweet and Dark
594,Christopher Elbow,U.S.A.,2019,Brazil,"Fazenda Camboa, 2017 harvest",0.7,"3- B,S,C","creamy, dried fruit, nutty",4.0,Outstanding,Bittersweet and Dark
595,Christopher Elbow,U.S.A.,2019,Vietnam,"Vietnam, Marou 2017 harvest",0.72,"3- B,S,C","roasty, hammy, nutty",3.0,Recommended,Bittersweet and Dark
596,Christopher Morel (Felchlin),Canada,2011,Peru,"Maranon Canyon, Fortunato No. 4",0.68,,"oily, citrus, orange",3.75,Highly Recommended,Semi-sweet and Dark
597,Chuao Chocolatier,U.S.A.,2009,Venezuela,Choroni,0.61,"5- B,S,C,V,L","sweet, peanut butter",3.0,Recommended,Semi-sweet and Dark
598,Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,0.77,"3- B,S,C","red berry, bitter, roasty, sour",2.75,Disapointing,Bittersweet and Dark
599,Claudio Corallo,Sao Tome & Principe,2008,Blend,Terreiro Velho P. w/ sugar crystals,0.8,"3- B,S,C","bitter, light lime, sour",3.0,Recommended,Bittersweet and Dark
600,Claudio Corallo,Sao Tome & Principe,2008,Blend,"Terreiro Velho P., Sao Tome & Principe",0.75,"3- B,S,C","dry, sandy, cocoa, coffee",3.75,Highly Recommended,Bittersweet and Dark
601,Claudio Corallo,Sao Tome & Principe,2008,Blend,"Principe, Sao Tome & Principe",1.0,,"chalky, musty, very bitter",1.0,Unpleasant,Unsweetened
602,Claudio Corallo,Sao Tome & Principe,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",0.735,"2- B,S","short,mild cocoa, mild fruit",3.75,Highly Recommended,Bittersweet and Dark
603,Cleveland Chocolate Company,U.S.A.,2021,Dominican Republic,Oko Caribe,0.7,"3- B,S,C","spice, earthy, honey, sour",3.5,Highly Recommended,Bittersweet and Dark
604,Cleveland Chocolate Company,U.S.A.,2021,Haiti,Pisa,0.79,"3- B,S,C","blueberry, sweet edge, pure",3.5,Highly Recommended,Bittersweet and Dark
605,Cloudforest,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",0.73,"2- B,S","creamy, floral, bourbon",3.5,Highly Recommended,Bittersweet and Dark
606,Coco,Canada,2020,Peru,Ucayali,0.7,"3- B,S,C","balanced, anise, creamy",3.5,Highly Recommended,Bittersweet and Dark
607,Cocoa Carib,St. Lucia,2019,St. Lucia,St. Lucia,0.7,"4- B,S,C,V","raw, dirty, metallic, dry",2.25,Disapointing,Bittersweet and Dark
608,Cocoa Forge,U.S.A.,2021,Peru,"Maranon, batch 244PEmaD",0.68,"3- B,S,C","molasses, dried fruit, tart, off",3.0,Recommended,Semi-sweet and Dark
609,Cocoa Forge,U.S.A.,2021,Madagascar,"Sambirano, batch 236MAsaD77",0.77,"2- B,S","Rich cocoa, tart, papery",3.25,Recommended,Bittersweet and Dark
610,Cocoa Forge,U.S.A.,2021,Colombia,"Tumaco, batch 227COtm",0.7,"3- B,S,C","sweet, cocoa, cardboard off",3.25,Recommended,Bittersweet and Dark
611,Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Carenero Superior,0.8,,"very sour, mildly bitter",2.75,Disapointing,Bittersweet and Dark
612,Compania de Chocolate (Salgado),Argentina,2008,Bolivia,Moxos,0.72,,"dry, coffee, sour",3.25,Recommended,Bittersweet and Dark
613,Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Ocumare,0.7,,"minty, nutty, nutmeg",3.75,Highly Recommended,Bittersweet and Dark
614,Compania de Chocolate (Salgado),Argentina,2008,Ecuador,Esmeraldas,0.88,,"slightly burnt, mildly bitter",2.75,Disapointing,Very Bitter and Extra Dark
615,Compania de Chocolate (Salgado),Argentina,2010,Venezuela,Sur del Lago,0.7,,cocoa then roasted nut,3.25,Recommended,Bittersweet and Dark
616,Condor,U.S.A.,2015,Ecuador,Camino Verde,0.76,"2- B,S","bold, roasty, sticky, brownie",3.5,Highly Recommended,Bittersweet and Dark
617,Confluence,U.S.A.,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",0.78,"2- B,S","woody, nutty, off sour note",2.75,Disapointing,Bittersweet and Dark
618,Conjure,U.S.A.,2021,Peru,Ucayali,0.68,"3- B,S,C","spicy, vanilla, sweet, cocoa",3.25,Recommended,Semi-sweet and Dark
619,Conjure,U.S.A.,2021,Philippines,Malah Na Bulong,0.7,"3- B,S,C","cocoa, grass, off notes",2.5,Disapointing,Bittersweet and Dark
620,Conjure,U.S.A.,2021,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",0.7,"3- B,S,C","off, harsh, dirty, chemical",2.5,Disapointing,Bittersweet and Dark
621,Conjure,U.S.A.,2021,Tanzania,Kokoa Kamili,0.75,"3- B,S,C","cocoa, mild fruit",3.5,Highly Recommended,Bittersweet and Dark
622,Coppeneur,Germany,2007,Madagascar,"Sambirano, Menava P.",0.72,"3- B,S,C","creamy, woodsy, cocoa",3.0,Recommended,Bittersweet and Dark
623,Coppeneur,Germany,2008,Mexico,"Porcelana, Tabasco, Mexico",0.72,"3- B,S,C","intense, tangy, berry, sour",3.0,Recommended,Bittersweet and Dark
624,Coppeneur,Germany,2008,Venezuela,"Porcelana, Venezuela",0.72,"3- B,S,C","lemon, sour, slight metallic",3.0,Recommended,Bittersweet and Dark
625,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",0.72,"3- B,S,C","creamy, buttery, non descript",3.0,Recommended,Bittersweet and Dark
626,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",0.62,"3- B,S,C","woodsy, nutty",3.25,Recommended,Semi-sweet and Dark
627,Coppeneur,Germany,2009,Venezuela,Chuao 100hr,0.7,"3- B,S,C","slow, less intense berry, nutty",3.5,Highly Recommended,Bittersweet and Dark
628,Coppeneur,Germany,2009,Venezuela,Chuao 70hr,0.7,"3- B,S,C","dark berry, winey",3.75,Highly Recommended,Bittersweet and Dark
629,Coppeneur,Germany,2010,Grenada,Grenada,0.72,"3- B,S,C",coffee and cocoa,3.25,Recommended,Bittersweet and Dark
630,Coppeneur,Germany,2010,Venezuela,Chuao,0.7,"3- B,S,C","fruity, bland",3.0,Recommended,Bittersweet and Dark
631,Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",0.72,"3- B,S,C","harsh aroma, melon floral,off",2.5,Disapointing,Bittersweet and Dark
632,Coppeneur,Germany,2010,Trinidad,Trinidad,0.72,"3- B,S,C","dry, spicy, woody",3.0,Recommended,Bittersweet and Dark
633,Coppeneur,Germany,2010,Jamaica,Jamaica,0.72,"3- B,S,C","oily, fatty, rum",3.25,Recommended,Bittersweet and Dark
634,Coppeneur,Germany,2010,Venezuela,Ocumare 61,0.72,"3- B,S,C","oily, coffee",3.25,Recommended,Bittersweet and Dark
635,Coppeneur,Germany,2012,Ghana,Ghana Puristique,0.85,"3- B,S,C","silky, minty",3.5,Highly Recommended,Bittersweet and Dark
636,Coppeneur,Germany,2012,Ecuador,Ecuador Puristique,1.0,,high intensity bitter,1.5,Unpleasant,Unsweetened
637,Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",0.72,"3- B,S,C","creamy, nutty, cocoa",3.75,Highly Recommended,Bittersweet and Dark
638,Coppeneur,Germany,2012,Madagascar,Madagascar,0.7,"3- B,S,C","sandy, sweet, tart red berry",3.5,Highly Recommended,Bittersweet and Dark
639,Coppeneur,Germany,2013,Ecuador,"Ecuador, Puristique",0.65,"4- B,S,C,L","oily, fragrant, spciy",3.25,Recommended,Semi-sweet and Dark
640,Coppeneur,Germany,2017,Ghana,Ghana,0.75,"3- B,S,C","oily, rich cocoa, nutty",3.75,Highly Recommended,Bittersweet and Dark
641,Cote d' Or (Kraft),Belgium,2006,Blend,Sensations Intense,0.7,,this is not chocolate,1.0,Unpleasant,Bittersweet and Dark
642,Cravve,Australia,2012,Tanzania,"Tanzania, batch a1",0.75,"3- B,S,C","spice, roasty, off fatty note",3.25,Recommended,Bittersweet and Dark
643,Cravve,Australia,2012,Brazil,"Bahia, batch a1213",0.65,"3- B,S,C","sandy, sweet, smokey",3.25,Recommended,Semi-sweet and Dark
644,Cravve,Australia,2012,Fiji,"Namau Village, N. Taileva P., batch a2812",0.67,"3- B,S,C","acidic, sweet, cucumber",3.25,Recommended,Semi-sweet and Dark
645,Cravve,Australia,2012,Vanuatu,"Vanuatu, batch 2410",0.64,"3- B,S,C","sandy, sweet, spicy, roasty",3.25,Recommended,Semi-sweet and Dark
646,Cravve,Australia,2012,Papua New Guinea,"Djual Island, batch 1712",0.75,"3- B,S,C","sandy, sweet, nutty",3.5,Highly Recommended,Bittersweet and Dark
647,Cravve,Australia,2014,Papua New Guinea,"New Ireland, batch 1702",0.7,"3- B,S,C","true to sugar, molasses",2.5,Disapointing,Bittersweet and Dark
648,Cravve,Australia,2014,Vanuatu,"Vanuatu, batch 2410",0.83,"3- B,S,C",banana nut,2.75,Disapointing,Bittersweet and Dark
649,Creo,U.S.A.,2016,Ecuador,"heirloom, Arriba Nacional",0.85,"3- B,S,C","oily, mild bitter, nutty, fruit",3.25,Recommended,Bittersweet and Dark
650,Creo,U.S.A.,2016,Ecuador,"heirloom, Arriba Nacional",0.73,"3- B,S,C","creamy, complex, fruity",3.75,Highly Recommended,Bittersweet and Dark
651,Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",0.7,"2- B,S","deep cherry, earthy, rubbery",3.25,Recommended,Bittersweet and Dark
652,Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",0.7,"2- B,S","nutty, citrus",3.25,Recommended,Bittersweet and Dark
653,Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",0.7,"2- B,S","banana, spicy, grassy",3.5,Highly Recommended,Bittersweet and Dark
654,Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",0.7,"2- B,S","bold, black tea, floral, banana",3.25,Recommended,Bittersweet and Dark
655,Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",0.7,"2- B,S","sticky, cocoa, honey",3.75,Highly Recommended,Bittersweet and Dark
656,CRU,U.S.A.,2022,Guatemala,"El Peten, batch 21156",0.72,"2- B,S","sticky, mild molasses, mango",3.5,Highly Recommended,Bittersweet and Dark
657,CRU,U.S.A.,2022,Nicaragua,"La Dalia, batch 21266",0.72,"2- B,S","mild molasses, creamy, caramel",3.5,Highly Recommended,Bittersweet and Dark
658,CRU,U.S.A.,2022,Honduras,"La Masica, batch 21155",0.72,"2- B,S","floral, mild molasses, astringent",3.0,Recommended,Bittersweet and Dark
659,Cultura,U.S.A.,2020,Haiti,"Pisa, 2020 harvest, batch 20111",0.7,"3- B,S,C",rich malt,3.5,Highly Recommended,Bittersweet and Dark
660,Cultura,U.S.A.,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",0.75,"3- B,S,C","raspberry, cocoa",3.5,Highly Recommended,Bittersweet and Dark
661,Cultura,U.S.A.,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",0.7,"3- B,S,C","sandy, sweet, basic cocoa base",3.25,Recommended,Bittersweet and Dark
662,Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",0.7,"3- B,S,C","raisins, honey, molassses",3.5,Highly Recommended,Bittersweet and Dark
663,Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",0.73,"2- B,S","deep cocoa, fruit, melon",3.75,Highly Recommended,Bittersweet and Dark
664,Daintree,Australia,2011,Australia,"Daintree Estates, N. Queensland",0.7,"5- B,S,C,V,L","vanilla, banana, citrus",3.25,Recommended,Bittersweet and Dark
665,Daintree,Australia,2015,Australia,Goodman Estate,0.7,"3- B,S,C","sandy, candy like vanilla, off",2.75,Disapointing,Bittersweet and Dark
666,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",0.72,"2- B,S","hammy, sour, astringent",2.75,Disapointing,Bittersweet and Dark
667,Damson,U.K.,2015,Trinidad,Robson Estate,0.7,"3- B,S,C","floral, sour, synthetic, off",3.0,Recommended,Bittersweet and Dark
668,Damson,U.K.,2015,Ecuador,Los Rios,0.7,"3- B,S,C","floral, banana",3.5,Highly Recommended,Bittersweet and Dark
669,Damson,U.K.,2015,Grenada,Crayfish Bay aka Non Pariel Estate,0.7,"3- B,S,C","off, pungent, intense",2.25,Disapointing,Bittersweet and Dark
670,Damson,U.K.,2015,Nicaragua,O'Payo,0.7,"3- B,S,C","oily, grapes, pungent",2.75,Disapointing,Bittersweet and Dark
671,Damson,U.K.,2018,Blend,"Angel Bar, Nicaragua, Madagascar",0.65,"4- B,S,C,L","sweet, vinegar",2.5,Disapointing,Semi-sweet and Dark
672,Dancing Lion,U.S.A.,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",0.68,"4- B,S,C,L","harsh woody/green, cocoa base",2.5,Disapointing,Semi-sweet and Dark
673,Dancing Lion,U.S.A.,2021,India,Anamalai,0.72,"4- B,S,C,L","fresh fruit, sour cherry, roasty",3.0,Recommended,Bittersweet and Dark
674,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",0.72,"4- B,S,C,L","raisiny, slight anise, roasty",3.5,Highly Recommended,Bittersweet and Dark
675,Dandelion,U.S.A.,2012,Costa Rica,Upala,0.7,"2- B,S","dried fruit, tannic",3.0,Recommended,Bittersweet and Dark
676,Dandelion,U.S.A.,2012,Colombia,Colombian,0.7,"2- B,S","grassy, green, candy spice",3.25,Recommended,Bittersweet and Dark
677,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",0.7,"2- B,S","spicy, fudgey",3.75,Highly Recommended,Bittersweet and Dark
678,Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",0.7,"2- B,S","acidic, sour, cocoa",2.75,Disapointing,Bittersweet and Dark
679,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",0.7,"2- B,S","licorice, sour, rich cocoa",3.25,Recommended,Bittersweet and Dark
680,Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",0.7,"2- B,S","roasty, oreo shell, coffee",3.5,Highly Recommended,Bittersweet and Dark
681,Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",0.7,"2- B,S","mild smoke, raspberry,cocoa",3.5,Highly Recommended,Bittersweet and Dark
682,Dandelion,U.S.A.,2014,Belize,Maya Mountain,0.7,"2- B,S","heavy roast, blackberry",3.5,Highly Recommended,Bittersweet and Dark
683,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",0.7,"2- B,S","gummy, nutty, bourbon",3.5,Highly Recommended,Bittersweet and Dark
684,Dandelion,U.S.A.,2014,Liberia,Buto,0.7,"2- B,S","roasty, spicy, nutty",2.75,Disapointing,Bittersweet and Dark
685,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",0.7,"2- B,S","cherry, rich choco",3.75,Highly Recommended,Bittersweet and Dark
686,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",0.7,"2- B,S","intense, roasty, coffee, raisin",3.0,Recommended,Bittersweet and Dark
687,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",0.7,"2- B,S","cherry, rich choco",3.75,Highly Recommended,Bittersweet and Dark
688,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",0.7,"2- B,S","cocoa, sour, toffee, earthy",3.0,Recommended,Bittersweet and Dark
689,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",0.7,"2- B,S","vegetal, high astringency",3.0,Recommended,Bittersweet and Dark
690,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",0.7,"2- B,S","nutty, moderate acidity",3.25,Recommended,Bittersweet and Dark
691,Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",0.7,"2- B,S","ripe orange, citrus",3.5,Highly Recommended,Bittersweet and Dark
692,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",0.7,"2- B,S","green apple, sticky",3.5,Highly Recommended,Bittersweet and Dark
693,Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",0.7,"2- B,S","dairy, honey, cocoa",3.5,Highly Recommended,Bittersweet and Dark
694,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",0.7,"2- B,S",distinct choco and graham,4.0,Outstanding,Bittersweet and Dark
695,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",0.7,"2- B,S","grape, pungent",3.25,Recommended,Bittersweet and Dark
696,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",0.7,"2- B,S","faint fruit, basic fudgey",3.5,Highly Recommended,Bittersweet and Dark
697,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",0.7,"2- B,S","pungent, woody, choco pudding",2.75,Disapointing,Bittersweet and Dark
698,Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",0.7,"2- B,S","pungent, sour, tart, intense",2.75,Disapointing,Bittersweet and Dark
699,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",0.7,"2- B,S","orange soda, sour",3.25,Recommended,Bittersweet and Dark
700,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,0.7,"2- B,S","grassy, fruity, brownie",3.25,Recommended,Bittersweet and Dark
701,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,0.7,"2- B,S","brownie, red berry",3.25,Recommended,Bittersweet and Dark
702,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,0.7,"2- B,S",cocoa flavor dominates,3.25,Recommended,Bittersweet and Dark
703,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",0.7,"2- B,S","light caramel, sl. dry, earthy",3.0,Recommended,Bittersweet and Dark
704,Danta,Guatemala,2009,Guatemala,Las Acacias E.,0.75,"4- B,S,C,V","dark woody, plum, astringent",3.0,Recommended,Bittersweet and Dark
705,Danta,Guatemala,2009,Guatemala,Las Acacias E.,0.6,"4- B,S,C,V","wood, holiday spice, soap",3.25,Recommended,Semi-sweet and Dark
706,Danta,Guatemala,2011,Guatemala,Los Ujuxtes,0.6,"4- B,S,C,V","oily, dried fruit, vanilla",3.5,Highly Recommended,Semi-sweet and Dark
707,Danta,Guatemala,2012,Venezuela,Chuao,0.75,"4- B,S,C,V","gummy, fatty, caramel",3.0,Recommended,Bittersweet and Dark
708,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,0.7,"2- B,S",spicy,3.75,Highly Recommended,Bittersweet and Dark
709,Danta,Guatemala,2012,Madagascar,Sambirano,0.7,"2- B,S","oily, toffee, hints of fruit",3.75,Highly Recommended,Bittersweet and Dark
710,Danta,Guatemala,2012,Guatemala,Las Acacias E.,0.7,"2- B,S","sweet spice, floral",4.0,Outstanding,Bittersweet and Dark
711,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",0.7,"2- B,S","nutty, ashey, spicy pepper",3.25,Recommended,Bittersweet and Dark
